Lugar de origen;Sexo;Medida;Valor;
Árchez;Ambos sexos;Emigraciones;17;
Archidona;Hombres;Emigraciones;144;
Archidona;Mujeres;Emigraciones;124;
Archidona;Ambos sexos;Emigraciones;268;
Ardales;Hombres;Emigraciones;31;
Ardales;Mujeres;Emigraciones;39;
Ardales;Ambos sexos;Emigraciones;70;
Arenas;Hombres;Emigraciones;32;
Arenas;Mujeres;Emigraciones;24;
Arenas;Ambos sexos;Emigraciones;56;
Arriate;Hombres;Emigraciones;69;
Arriate;Mujeres;Emigraciones;79;
Arriate;Ambos sexos;Emigraciones;148;
Atajate;Hombres;Emigraciones;3;
Atajate;Mujeres;Emigraciones;4;
Atajate;Ambos sexos;Emigraciones;7;
Benadalid;Hombres;Emigraciones;4;
Benadalid;Mujeres;Emigraciones;5;
Benadalid;Ambos sexos;Emigraciones;9;
Benahavís;Hombres;Emigraciones;200;
Benahavís;Mujeres;Emigraciones;219;
Benahavís;Ambos sexos;Emigraciones;419;
Benalauría;Hombres;Emigraciones;9;
Benalauría;Mujeres;Emigraciones;11;
Benalauría;Ambos sexos;Emigraciones;20;
Benalmádena;Hombres;Emigraciones;5907;
Benalmádena;Mujeres;Emigraciones;5846;
Benalmádena;Ambos sexos;Emigraciones;11753;
Benamargosa;Hombres;Emigraciones;17;
Benamargosa;Mujeres;Emigraciones;23;
Benamargosa;Ambos sexos;Emigraciones;40;
Benamocarra;Hombres;Emigraciones;43;
Benamocarra;Mujeres;Emigraciones;56;
Benamocarra;Ambos sexos;Emigraciones;99;
Benaoján;Hombres;Emigraciones;22;
Benaoján;Mujeres;Emigraciones;13;
Benaoján;Ambos sexos;Emigraciones;35;
Benarrabá;Hombres;Emigraciones;8;
Benarrabá;Mujeres;Emigraciones;9;
Benarrabá;Ambos sexos;Emigraciones;17;
Borge (El);Hombres;Emigraciones;11;
Borge (El);Mujeres;Emigraciones;13;
Borge (El);Ambos sexos;Emigraciones;24;
Burgo (El);Hombres;Emigraciones;23;
Burgo (El);Mujeres;Emigraciones;24;
Burgo (El);Ambos sexos;Emigraciones;47;
Campillos;Hombres;Emigraciones;181;
Campillos;Mujeres;Emigraciones;162;
Campillos;Ambos sexos;Emigraciones;343;
Canillas de Aceituno;Hombres;Emigraciones;22;
Canillas de Aceituno;Mujeres;Emigraciones;34;
Canillas de Aceituno;Ambos sexos;Emigraciones;56;
Canillas de Albaida;Hombres;Emigraciones;13;
Canillas de Albaida;Mujeres;Emigraciones;16;
Canillas de Albaida;Ambos sexos;Emigraciones;29;
Cañete la Real;Hombres;Emigraciones;16;
Cañete la Real;Mujeres;Emigraciones;21;
Cañete la Real;Ambos sexos;Emigraciones;37;
Carratraca;Hombres;Emigraciones;10;
Carratraca;Mujeres;Emigraciones;17;
Carratraca;Ambos sexos;Emigraciones;27;
Cartajima;Hombres;Emigraciones;7;
Cartajima;Mujeres;Emigraciones;16;
Cartajima;Ambos sexos;Emigraciones;23;
Cártama;Hombres;Emigraciones;544;
Cártama;Mujeres;Emigraciones;530;
Cártama;Ambos sexos;Emigraciones;1074;
Casabermeja;Hombres;Emigraciones;73;
Casabermeja;Mujeres;Emigraciones;69;
Casabermeja;Ambos sexos;Emigraciones;142;
Casarabonela;Hombres;Emigraciones;54;
Casarabonela;Mujeres;Emigraciones;50;
Casarabonela;Ambos sexos;Emigraciones;104;
Casares;Hombres;Emigraciones;188;
Casares;Mujeres;Emigraciones;169;
Casares;Ambos sexos;Emigraciones;357;
Coín;Hombres;Emigraciones;438;
Coín;Mujeres;Emigraciones;383;
Coín;Ambos sexos;Emigraciones;821;
Colmenar;Hombres;Emigraciones;94;
Colmenar;Mujeres;Emigraciones;77;
Colmenar;Ambos sexos;Emigraciones;171;
Comares;Hombres;Emigraciones;21;
Comares;Mujeres;Emigraciones;26;
Comares;Ambos sexos;Emigraciones;47;
Cómpeta;Hombres;Emigraciones;144;
Cómpeta;Mujeres;Emigraciones;119;
Cómpeta;Ambos sexos;Emigraciones;263;
Cortes de la Frontera;Hombres;Emigraciones;54;
Cortes de la Frontera;Mujeres;Emigraciones;47;
Cortes de la Frontera;Ambos sexos;Emigraciones;101;
Cuevas Bajas;Hombres;Emigraciones;15;
Cuevas Bajas;Mujeres;Emigraciones;30;
Cuevas Bajas;Ambos sexos;Emigraciones;45;
Cuevas de San Marcos;Hombres;Emigraciones;43;
Cuevas de San Marcos;Mujeres;Emigraciones;52;
Cuevas de San Marcos;Ambos sexos;Emigraciones;95;
Cuevas del Becerro;Hombres;Emigraciones;14;
Cuevas del Becerro;Mujeres;Emigraciones;17;
Cuevas del Becerro;Ambos sexos;Emigraciones;31;
Cútar;Hombres;Emigraciones;3;
Cútar;Mujeres;Emigraciones;10;
Cútar;Ambos sexos;Emigraciones;13;
Estepona;Hombres;Emigraciones;2058;
Estepona;Mujeres;Emigraciones;1998;
Estepona;Ambos sexos;Emigraciones;4056;
Faraján;Hombres;Emigraciones;13;
Faraján;Mujeres;Emigraciones;11;
Faraján;Ambos sexos;Emigraciones;24;
Frigiliana;Hombres;Emigraciones;49;
Frigiliana;Mujeres;Emigraciones;55;
Frigiliana;Ambos sexos;Emigraciones;104;
Fuengirola;Hombres;Emigraciones;2363;
Fuengirola;Mujeres;Emigraciones;2214;
Fuengirola;Ambos sexos;Emigraciones;4577;
Fuente de Piedra;Hombres;Emigraciones;80;
Fuente de Piedra;Mujeres;Emigraciones;68;
Fuente de Piedra;Ambos sexos;Emigraciones;148;
Gaucín;Hombres;Emigraciones;20;
Gaucín;Mujeres;Emigraciones;32;
Gaucín;Ambos sexos;Emigraciones;52;
Genalguacil;Hombres;Emigraciones;12;
Genalguacil;Mujeres;Emigraciones;12;
Genalguacil;Ambos sexos;Emigraciones;24;
Guaro;Hombres;Emigraciones;50;
Guaro;Mujeres;Emigraciones;51;
Guaro;Ambos sexos;Emigraciones;101;
Humilladero;Hombres;Emigraciones;37;
Humilladero;Mujeres;Emigraciones;55;
Humilladero;Ambos sexos;Emigraciones;92;
Igualeja;Hombres;Emigraciones;20;
Igualeja;Mujeres;Emigraciones;11;
Igualeja;Ambos sexos;Emigraciones;31;
Istán;Hombres;Emigraciones;29;
Istán;Mujeres;Emigraciones;23;
Istán;Ambos sexos;Emigraciones;52;
Iznate;Hombres;Emigraciones;13;
Iznate;Mujeres;Emigraciones;18;
Iznate;Ambos sexos;Emigraciones;31;
Jimera de Líbar;Hombres;Emigraciones;18;
Jimera de Líbar;Mujeres;Emigraciones;10;
Jimera de Líbar;Ambos sexos;Emigraciones;28;
Jubrique;Hombres;Emigraciones;19;
Jubrique;Mujeres;Emigraciones;18;
Jubrique;Ambos sexos;Emigraciones;37;
Júzcar;Hombres;Emigraciones;9;
Júzcar;Mujeres;Emigraciones;6;
Júzcar;Ambos sexos;Emigraciones;15;
Macharaviaya;Hombres;Emigraciones;14;
Macharaviaya;Mujeres;Emigraciones;12;
Macharaviaya;Ambos sexos;Emigraciones;26;
Málaga (capital);Hombres;Emigraciones;8063;
Málaga (capital);Mujeres;Emigraciones;7743;
Málaga (capital);Ambos sexos;Emigraciones;15806;
Manilva;Hombres;Emigraciones;785;
Manilva;Mujeres;Emigraciones;748;
Manilva;Ambos sexos;Emigraciones;1533;
Marbella;Hombres;Emigraciones;2978;
Marbella;Mujeres;Emigraciones;3040;
Marbella;Ambos sexos;Emigraciones;6018;
Mijas;Hombres;Emigraciones;1991;
Mijas;Mujeres;Emigraciones;2013;
Mijas;Ambos sexos;Emigraciones;4004;
Moclinejo;Hombres;Emigraciones;24;
Moclinejo;Mujeres;Emigraciones;25;
Moclinejo;Ambos sexos;Emigraciones;49;
Mollina;Hombres;Emigraciones;171;
Mollina;Mujeres;Emigraciones;178;
Mollina;Ambos sexos;Emigraciones;349;
Monda;Hombres;Emigraciones;76;
Monda;Mujeres;Emigraciones;88;
Monda;Ambos sexos;Emigraciones;164;
Montejaque;Hombres;Emigraciones;24;
Montejaque;Mujeres;Emigraciones;30;
Montejaque;Ambos sexos;Emigraciones;54;
Nerja;Hombres;Emigraciones;761;
Nerja;Mujeres;Emigraciones;780;
Nerja;Ambos sexos;Emigraciones;1541;
Ojén;Hombres;Emigraciones;146;
Ojén;Mujeres;Emigraciones;132;
Ojén;Ambos sexos;Emigraciones;278;
Parauta;Hombres;Emigraciones;7;
Parauta;Mujeres;Emigraciones;10;
Parauta;Ambos sexos;Emigraciones;17;
Periana;Hombres;Emigraciones;30;
Periana;Mujeres;Emigraciones;52;
Periana;Ambos sexos;Emigraciones;82;
Pizarra;Hombres;Emigraciones;181;
Pizarra;Mujeres;Emigraciones;160;
Pizarra;Ambos sexos;Emigraciones;341;
Pujerra;Hombres;Emigraciones;6;
Pujerra;Mujeres;Emigraciones;7;
Pujerra;Ambos sexos;Emigraciones;13;
Rincón de la Victoria;Hombres;Emigraciones;947;
Rincón de la Victoria;Mujeres;Emigraciones;912;
Rincón de la Victoria;Ambos sexos;Emigraciones;1859;
Riogordo;Hombres;Emigraciones;66;
Riogordo;Mujeres;Emigraciones;75;
Riogordo;Ambos sexos;Emigraciones;141;
Ronda;Hombres;Emigraciones;522;
Ronda;Mujeres;Emigraciones;455;
Ronda;Ambos sexos;Emigraciones;977;
Salares;Hombres;Emigraciones;4;
Salares;Mujeres;Emigraciones;6;
Salares;Ambos sexos;Emigraciones;10;
Sayalonga;Hombres;Emigraciones;28;
Sayalonga;Mujeres;Emigraciones;25;
Sayalonga;Ambos sexos;Emigraciones;53;
Sedella;Hombres;Emigraciones;24;
Sedella;Mujeres;Emigraciones;20;
Sedella;Ambos sexos;Emigraciones;44;
Sierra de Yeguas;Hombres;Emigraciones;39;
Sierra de Yeguas;Mujeres;Emigraciones;52;
Sierra de Yeguas;Ambos sexos;Emigraciones;91;
Teba;Hombres;Emigraciones;44;
Teba;Mujeres;Emigraciones;56;
Teba;Ambos sexos;Emigraciones;100;
Tolox;Hombres;Emigraciones;32;
Tolox;Mujeres;Emigraciones;33;
Tolox;Ambos sexos;Emigraciones;65;
Torremolinos;Hombres;Emigraciones;2008;
Torremolinos;Mujeres;Emigraciones;1917;
Torremolinos;Ambos sexos;Emigraciones;3925;
Torrox;Hombres;Emigraciones;347;
Torrox;Mujeres;Emigraciones;313;
Torrox;Ambos sexos;Emigraciones;660;
Totalán;Hombres;Emigraciones;6;
Totalán;Mujeres;Emigraciones;10;
Totalán;Ambos sexos;Emigraciones;16;
Valle de Abdalajís;Hombres;Emigraciones;17;
Valle de Abdalajís;Mujeres;Emigraciones;24;
Valle de Abdalajís;Ambos sexos;Emigraciones;41;
Vélez-Málaga;Hombres;Emigraciones;1174;
Vélez-Málaga;Mujeres;Emigraciones;1102;
Vélez-Málaga;Ambos sexos;Emigraciones;2276;
Villanueva de Algaidas;Hombres;Emigraciones;55;
Villanueva de Algaidas;Mujeres;Emigraciones;65;
Villanueva de Algaidas;Ambos sexos;Emigraciones;120;
Villanueva de la Concepción;Hombres;Emigraciones;33;
Villanueva de la Concepción;Mujeres;Emigraciones;45;
Villanueva de la Concepción;Ambos sexos;Emigraciones;78;
Villanueva de Tapia;Hombres;Emigraciones;24;
Villanueva de Tapia;Mujeres;Emigraciones;16;
Villanueva de Tapia;Ambos sexos;Emigraciones;40;
Villanueva del Rosario;Hombres;Emigraciones;52;
Villanueva del Rosario;Mujeres;Emigraciones;66;
Villanueva del Rosario;Ambos sexos;Emigraciones;118;
Villanueva del Trabuco;Hombres;Emigraciones;52;
Villanueva del Trabuco;Mujeres;Emigraciones;59;
Villanueva del Trabuco;Ambos sexos;Emigraciones;111;
Viñuela;Hombres;Emigraciones;89;
Viñuela;Mujeres;Emigraciones;81;
Viñuela;Ambos sexos;Emigraciones;170;
Yunquera;Hombres;Emigraciones;31;
Yunquera;Mujeres;Emigraciones;43;
Yunquera;Ambos sexos;Emigraciones;74;
Montecorto;Hombres;Emigraciones;15;
Montecorto;Mujeres;Emigraciones;7;
Montecorto;Ambos sexos;Emigraciones;22;
Serrato;Hombres;Emigraciones;3;
Serrato;Mujeres;Emigraciones;7;
Serrato;Ambos sexos;Emigraciones;10;
Sevilla;Hombres;Emigraciones;27514;
Sevilla;Mujeres;Emigraciones;27243;
Sevilla;Ambos sexos;Emigraciones;54757;
Aguadulce;Hombres;Emigraciones;22;
Aguadulce;Mujeres;Emigraciones;24;
Aguadulce;Ambos sexos;Emigraciones;46;
Alanís;Hombres;Emigraciones;21;
Alanís;Mujeres;Emigraciones;26;
Alanís;Ambos sexos;Emigraciones;47;
Albaida del Aljarafe;Hombres;Emigraciones;45;
Albaida del Aljarafe;Mujeres;Emigraciones;54;
Albaida del Aljarafe;Ambos sexos;Emigraciones;99;
Alcalá de Guadaíra;Hombres;Emigraciones;1017;
Alcalá de Guadaíra;Mujeres;Emigraciones;1050;
Alcalá de Guadaíra;Ambos sexos;Emigraciones;2067;
Alcalá del Río;Hombres;Emigraciones;207;
Alcalá del Río;Mujeres;Emigraciones;198;
Alcalá del Río;Ambos sexos;Emigraciones;405;
Alcolea del Río;Hombres;Emigraciones;32;
Alcolea del Río;Mujeres;Emigraciones;26;
Alcolea del Río;Ambos sexos;Emigraciones;58;
Algaba (La);Hombres;Emigraciones;221;
Algaba (La);Mujeres;Emigraciones;210;
Algaba (La);Ambos sexos;Emigraciones;431;
Algámitas;Hombres;Emigraciones;17;
Algámitas;Mujeres;Emigraciones;16;
Algámitas;Ambos sexos;Emigraciones;33;
Almadén de la Plata;Hombres;Emigraciones;31;
Almadén de la Plata;Mujeres;Emigraciones;31;
Almadén de la Plata;Ambos sexos;Emigraciones;62;
Almensilla;Hombres;Emigraciones;135;
Almensilla;Mujeres;Emigraciones;135;
Almensilla;Ambos sexos;Emigraciones;270;
Arahal;Hombres;Emigraciones;156;
Arahal;Mujeres;Emigraciones;142;
Arahal;Ambos sexos;Emigraciones;298;
Aznalcázar;Hombres;Emigraciones;104;
Aznalcázar;Mujeres;Emigraciones;88;
Aznalcázar;Ambos sexos;Emigraciones;192;
Aznalcóllar;Hombres;Emigraciones;66;
Aznalcóllar;Mujeres;Emigraciones;64;
Aznalcóllar;Ambos sexos;Emigraciones;130;
Badolatosa;Hombres;Emigraciones;27;
Badolatosa;Mujeres;Emigraciones;40;
Badolatosa;Ambos sexos;Emigraciones;67;
Benacazón;Hombres;Emigraciones;81;
Benacazón;Mujeres;Emigraciones;98;
Benacazón;Ambos sexos;Emigraciones;179;
Bollullos de la Mitación;Hombres;Emigraciones;214;
Bollullos de la Mitación;Mujeres;Emigraciones;196;
Bollullos de la Mitación;Ambos sexos;Emigraciones;410;
Bormujos;Hombres;Emigraciones;511;
Bormujos;Mujeres;Emigraciones;498;
Bormujos;Ambos sexos;Emigraciones;1009;
Brenes;Hombres;Emigraciones;221;
Brenes;Mujeres;Emigraciones;214;
Brenes;Ambos sexos;Emigraciones;435;
Burguillos;Hombres;Emigraciones;136;
Burguillos;Mujeres;Emigraciones;148;
Burguillos;Ambos sexos;Emigraciones;284;
Cabezas de San Juan (Las);Hombres;Emigraciones;203;
Cabezas de San Juan (Las);Mujeres;Emigraciones;147;
Cabezas de San Juan (Las);Ambos sexos;Emigraciones;350;
Camas;Hombres;Emigraciones;647;
Camas;Mujeres;Emigraciones;621;
Camas;Ambos sexos;Emigraciones;1268;
Campana (La);Hombres;Emigraciones;56;
Campana (La);Mujeres;Emigraciones;53;
Campana (La);Ambos sexos;Emigraciones;109;
Cantillana;Hombres;Emigraciones;167;
Cantillana;Mujeres;Emigraciones;159;
Cantillana;Ambos sexos;Emigraciones;326;
Cañada Rosal;Hombres;Emigraciones;20;
Cañada Rosal;Mujeres;Emigraciones;16;
Cañada Rosal;Ambos sexos;Emigraciones;36;
Carmona;Hombres;Emigraciones;359;
Carmona;Mujeres;Emigraciones;389;
Carmona;Ambos sexos;Emigraciones;748;
Carrión de los Céspedes;Hombres;Emigraciones;53;
Carrión de los Céspedes;Mujeres;Emigraciones;57;
Carrión de los Céspedes;Ambos sexos;Emigraciones;110;
Casariche;Hombres;Emigraciones;48;
Casariche;Mujeres;Emigraciones;49;
Casariche;Ambos sexos;Emigraciones;97;
Castilblanco de los Arroyos;Hombres;Emigraciones;96;
Castilblanco de los Arroyos;Mujeres;Emigraciones;95;
Castilblanco de los Arroyos;Ambos sexos;Emigraciones;191;
Castilleja de Guzmán;Hombres;Emigraciones;54;
Castilleja de Guzmán;Mujeres;Emigraciones;52;
Castilleja de Guzmán;Ambos sexos;Emigraciones;106;
Castilleja de la Cuesta;Hombres;Emigraciones;400;
Castilleja de la Cuesta;Mujeres;Emigraciones;439;
Castilleja de la Cuesta;Ambos sexos;Emigraciones;839;
Castilleja del Campo;Hombres;Emigraciones;19;
Castilleja del Campo;Mujeres;Emigraciones;12;
Castilleja del Campo;Ambos sexos;Emigraciones;31;
Castillo de las Guardas (El);Hombres;Emigraciones;24;
Castillo de las Guardas (El);Mujeres;Emigraciones;19;
Castillo de las Guardas (El);Ambos sexos;Emigraciones;43;
Cazalla de la Sierra;Hombres;Emigraciones;62;
Cazalla de la Sierra;Mujeres;Emigraciones;80;
Cazalla de la Sierra;Ambos sexos;Emigraciones;142;
Constantina;Hombres;Emigraciones;76;
Constantina;Mujeres;Emigraciones;91;
Constantina;Ambos sexos;Emigraciones;167;
Coria del Río;Hombres;Emigraciones;525;
Coria del Río;Mujeres;Emigraciones;519;
Coria del Río;Ambos sexos;Emigraciones;1044;
Coripe;Hombres;Emigraciones;22;
Coripe;Mujeres;Emigraciones;22;
Coripe;Ambos sexos;Emigraciones;44;
Coronil (El);Hombres;Emigraciones;32;
Coronil (El);Mujeres;Emigraciones;48;
Coronil (El);Ambos sexos;Emigraciones;80;
Corrales (Los);Hombres;Emigraciones;43;
Corrales (Los);Mujeres;Emigraciones;39;
Corrales (Los);Ambos sexos;Emigraciones;82;
Cuervo de Sevilla (El);Hombres;Emigraciones;115;
Cuervo de Sevilla (El);Mujeres;Emigraciones;98;
Cuervo de Sevilla (El);Ambos sexos;Emigraciones;213;
Dos Hermanas;Hombres;Emigraciones;1608;
Dos Hermanas;Mujeres;Emigraciones;1492;
Dos Hermanas;Ambos sexos;Emigraciones;3100;
Écija;Hombres;Emigraciones;333;
Écija;Mujeres;Emigraciones;325;
Écija;Ambos sexos;Emigraciones;658;
Espartinas;Hombres;Emigraciones;406;
Espartinas;Mujeres;Emigraciones;442;
Espartinas;Ambos sexos;Emigraciones;848;
Estepa;Hombres;Emigraciones;133;
Estepa;Mujeres;Emigraciones;143;
Estepa;Ambos sexos;Emigraciones;276;
Fuentes de Andalucía;Hombres;Emigraciones;50;
Fuentes de Andalucía;Mujeres;Emigraciones;51;
Fuentes de Andalucía;Ambos sexos;Emigraciones;101;
Garrobo (El);Hombres;Emigraciones;17;
Garrobo (El);Mujeres;Emigraciones;20;
Garrobo (El);Ambos sexos;Emigraciones;37;
Gelves;Hombres;Emigraciones;223;
Gelves;Mujeres;Emigraciones;267;
Gelves;Ambos sexos;Emigraciones;490;
Gerena;Hombres;Emigraciones;112;
Gerena;Mujeres;Emigraciones;108;
Gerena;Ambos sexos;Emigraciones;220;
Gilena;Hombres;Emigraciones;24;
Gilena;Mujeres;Emigraciones;17;
Gilena;Ambos sexos;Emigraciones;41;
Gines;Hombres;Emigraciones;231;
Gines;Mujeres;Emigraciones;261;
Gines;Ambos sexos;Emigraciones;492;
Guadalcanal;Hombres;Emigraciones;34;
Guadalcanal;Mujeres;Emigraciones;34;
Guadalcanal;Ambos sexos;Emigraciones;68;
Guillena;Hombres;Emigraciones;245;
Guillena;Mujeres;Emigraciones;272;
Guillena;Ambos sexos;Emigraciones;517;
Herrera;Hombres;Emigraciones;72;
Herrera;Mujeres;Emigraciones;79;
Herrera;Ambos sexos;Emigraciones;151;
Huévar del Aljarafe;Hombres;Emigraciones;45;
Huévar del Aljarafe;Mujeres;Emigraciones;35;
Huévar del Aljarafe;Ambos sexos;Emigraciones;80;
Isla Mayor;Hombres;Emigraciones;65;
Isla Mayor;Mujeres;Emigraciones;66;
Isla Mayor;Ambos sexos;Emigraciones;131;
Lantejuela (La);Hombres;Emigraciones;32;
Lantejuela (La);Mujeres;Emigraciones;38;
Lantejuela (La);Ambos sexos;Emigraciones;70;
Lebrija;Hombres;Emigraciones;265;
Lebrija;Mujeres;Emigraciones;224;
Lebrija;Ambos sexos;Emigraciones;489;
Lora de Estepa;Hombres;Emigraciones;11;
Lora de Estepa;Mujeres;Emigraciones;10;
Lora de Estepa;Ambos sexos;Emigraciones;21;
Lora del Río;Hombres;Emigraciones;176;
Lora del Río;Mujeres;Emigraciones;198;
Lora del Río;Ambos sexos;Emigraciones;374;
Luisiana (La);Hombres;Emigraciones;46;
Luisiana (La);Mujeres;Emigraciones;60;
Luisiana (La);Ambos sexos;Emigraciones;106;
Madroño (El);Hombres;Emigraciones;5;
Madroño (El);Mujeres;Emigraciones;7;
Madroño (El);Ambos sexos;Emigraciones;12;
Mairena del Alcor;Hombres;Emigraciones;318;
Mairena del Alcor;Mujeres;Emigraciones;306;
Mairena del Alcor;Ambos sexos;Emigraciones;624;
Mairena del Aljarafe;Hombres;Emigraciones;1083;
Mairena del Aljarafe;Mujeres;Emigraciones;1096;
Mairena del Aljarafe;Ambos sexos;Emigraciones;2179;
Marchena;Hombres;Emigraciones;241;
Marchena;Mujeres;Emigraciones;215;
Marchena;Ambos sexos;Emigraciones;456;
Marinaleda;Hombres;Emigraciones;27;
Marinaleda;Mujeres;Emigraciones;36;
Marinaleda;Ambos sexos;Emigraciones;63;
Martín de la Jara;Hombres;Emigraciones;36;
Martín de la Jara;Mujeres;Emigraciones;37;
Martín de la Jara;Ambos sexos;Emigraciones;73;
Molares (Los);Hombres;Emigraciones;63;
Molares (Los);Mujeres;Emigraciones;62;
Molares (Los);Ambos sexos;Emigraciones;125;
Montellano;Hombres;Emigraciones;62;
Montellano;Mujeres;Emigraciones;58;
Montellano;Ambos sexos;Emigraciones;120;
Morón de la Frontera;Hombres;Emigraciones;268;
Morón de la Frontera;Mujeres;Emigraciones;283;
Morón de la Frontera;Ambos sexos;Emigraciones;551;
Navas de la Concepción (Las);Hombres;Emigraciones;21;
Navas de la Concepción (Las);Mujeres;Emigraciones;30;
Navas de la Concepción (Las);Ambos sexos;Emigraciones;51;
Olivares;Hombres;Emigraciones;151;
Olivares;Mujeres;Emigraciones;146;
Olivares;Ambos sexos;Emigraciones;297;
Osuna;Hombres;Emigraciones;166;
Osuna;Mujeres;Emigraciones;160;
Osuna;Ambos sexos;Emigraciones;326;
Palacios y Villafranca (Los);Hombres;Emigraciones;313;
Palacios y Villafranca (Los);Mujeres;Emigraciones;302;
Palacios y Villafranca (Los);Ambos sexos;Emigraciones;615;
Palomares del Río;Hombres;Emigraciones;187;
Palomares del Río;Mujeres;Emigraciones;193;
Palomares del Río;Ambos sexos;Emigraciones;380;
Paradas;Hombres;Emigraciones;64;
Paradas;Mujeres;Emigraciones;71;
Paradas;Ambos sexos;Emigraciones;135;
Pedrera;Hombres;Emigraciones;61;
Pedrera;Mujeres;Emigraciones;54;
Pedrera;Ambos sexos;Emigraciones;115;
Pedroso (El);Hombres;Emigraciones;22;
Pedroso (El);Mujeres;Emigraciones;21;
Pedroso (El);Ambos sexos;Emigraciones;43;
Peñaflor;Hombres;Emigraciones;42;
Peñaflor;Mujeres;Emigraciones;51;
Peñaflor;Ambos sexos;Emigraciones;93;
Pilas;Hombres;Emigraciones;211;
Pilas;Mujeres;Emigraciones;181;
Pilas;Ambos sexos;Emigraciones;392;
Pruna;Hombres;Emigraciones;22;
Pruna;Mujeres;Emigraciones;28;
Pruna;Ambos sexos;Emigraciones;50;
Puebla de Cazalla (La);Hombres;Emigraciones;134;
Puebla de Cazalla (La);Mujeres;Emigraciones;130;
Puebla de Cazalla (La);Ambos sexos;Emigraciones;264;
Puebla de los Infantes (La);Hombres;Emigraciones;32;
Puebla de los Infantes (La);Mujeres;Emigraciones;44;
Puebla de los Infantes (La);Ambos sexos;Emigraciones;76;
Puebla del Río (La);Hombres;Emigraciones;214;
Puebla del Río (La);Mujeres;Emigraciones;193;
Puebla del Río (La);Ambos sexos;Emigraciones;407;
Real de la Jara (El);Hombres;Emigraciones;26;
Real de la Jara (El);Mujeres;Emigraciones;41;
Real de la Jara (El);Ambos sexos;Emigraciones;67;
Rinconada (La);Hombres;Emigraciones;602;
Rinconada (La);Mujeres;Emigraciones;558;
Rinconada (La);Ambos sexos;Emigraciones;1160;
Roda de Andalucía (La);Hombres;Emigraciones;31;
Roda de Andalucía (La);Mujeres;Emigraciones;32;
Roda de Andalucía (La);Ambos sexos;Emigraciones;63;
Ronquillo (El);Hombres;Emigraciones;50;
Ronquillo (El);Mujeres;Emigraciones;32;
Ronquillo (El);Ambos sexos;Emigraciones;82;
Rubio (El);Hombres;Emigraciones;44;
Rubio (El);Mujeres;Emigraciones;63;
Rubio (El);Ambos sexos;Emigraciones;107;
Salteras;Hombres;Emigraciones;98;
Salteras;Mujeres;Emigraciones;92;
Salteras;Ambos sexos;Emigraciones;190;
San Juan de Aznalfarache;Hombres;Emigraciones;704;
San Juan de Aznalfarache;Mujeres;Emigraciones;662;
San Juan de Aznalfarache;Ambos sexos;Emigraciones;1366;
San Nicolás del Puerto;Hombres;Emigraciones;8;
San Nicolás del Puerto;Mujeres;Emigraciones;12;
San Nicolás del Puerto;Ambos sexos;Emigraciones;20;
Sanlúcar la Mayor;Hombres;Emigraciones;294;
Sanlúcar la Mayor;Mujeres;Emigraciones;275;
Sanlúcar la Mayor;Ambos sexos;Emigraciones;569;
Santiponce;Hombres;Emigraciones;149;
Santiponce;Mujeres;Emigraciones;140;
Santiponce;Ambos sexos;Emigraciones;289;
Saucejo (El);Hombres;Emigraciones;86;
Saucejo (El);Mujeres;Emigraciones;78;
Saucejo (El);Ambos sexos;Emigraciones;164;
Sevilla (capital);Hombres;Emigraciones;9140;
Sevilla (capital);Mujeres;Emigraciones;9166;
Sevilla (capital);Ambos sexos;Emigraciones;18306;
Tocina;Hombres;Emigraciones;108;
Tocina;Mujeres;Emigraciones;109;
Tocina;Ambos sexos;Emigraciones;217;
Tomares;Hombres;Emigraciones;562;
Tomares;Mujeres;Emigraciones;528;
Tomares;Ambos sexos;Emigraciones;1090;
Umbrete;Hombres;Emigraciones;148;
Umbrete;Mujeres;Emigraciones;127;
Umbrete;Ambos sexos;Emigraciones;275;
Utrera;Hombres;Emigraciones;606;
Utrera;Mujeres;Emigraciones;530;
Utrera;Ambos sexos;Emigraciones;1136;
Valencina de la Concepción;Hombres;Emigraciones;148;
Valencina de la Concepción;Mujeres;Emigraciones;154;
Valencina de la Concepción;Ambos sexos;Emigraciones;302;
Villamanrique de la Condesa;Hombres;Emigraciones;94;
Villamanrique de la Condesa;Mujeres;Emigraciones;77;
Villamanrique de la Condesa;Ambos sexos;Emigraciones;171;
Villanueva de San Juan;Hombres;Emigraciones;13;
Villanueva de San Juan;Mujeres;Emigraciones;15;
Villanueva de San Juan;Ambos sexos;Emigraciones;28;
Villanueva del Ariscal;Hombres;Emigraciones;107;
Villanueva del Ariscal;Mujeres;Emigraciones;105;
Villanueva del Ariscal;Ambos sexos;Emigraciones;212;
Villanueva del Río y Minas;Hombres;Emigraciones;81;
Villanueva del Río y Minas;Mujeres;Emigraciones;63;
Villanueva del Río y Minas;Ambos sexos;Emigraciones;144;
Villaverde del Río;Hombres;Emigraciones;99;
Villaverde del Río;Mujeres;Emigraciones;100;
Villaverde del Río;Ambos sexos;Emigraciones;199;
Viso del Alcor (El);Hombres;Emigraciones;160;
Viso del Alcor (El);Mujeres;Emigraciones;175;
Viso del Alcor (El);Ambos sexos;Emigraciones;335;
